vector_index,ID,Symbol,Security,Wikipedia_URL
345,346,NUE,Nucor,https://en.wikipedia.org/wiki/Nucor
346,347,NVDA,Nvidia,https://en.wikipedia.org/wiki/Nvidia
347,348,NVR,"NVR, Inc.","https://en.wikipedia.org/wiki/NVR,_Inc."
348,349,NXPI,NXP Semiconductors,https://en.wikipedia.org/wiki/NXP_Semiconductors
349,350,ORLY,O’Reilly Automotive,https://en.wikipedia.org/wiki/O%27Reilly_Auto_Parts
350,351,OXY,Occidental Petroleum,https://en.wikipedia.org/wiki/Occidental_Petroleum
351,352,ODFL,Old Dominion,https://en.wikipedia.org/wiki/Old_Dominion_Freight_Line
352,353,OMC,Omnicom Group,https://en.wikipedia.org/wiki/Omnicom_Group
353,354,ON,ON Semiconductor,https://en.wikipedia.org/wiki/Onsemi
354,355,OKE,Oneok,https://en.wikipedia.org/wiki/Oneok
355,356,ORCL,Oracle Corporation,https://en.wikipedia.org/wiki/Oracle_Corporation
356,357,OTIS,Otis Worldwide,https://en.wikipedia.org/wiki/Otis_Worldwide
357,358,PCAR,Paccar,https://en.wikipedia.org/wiki/Paccar
358,359,PKG,Packaging Corporation of America,https://en.wikipedia.org/wiki/Packaging_Corporation_of_America
359,360,PLTR,Palantir Technologies,https://en.wikipedia.org/wiki/Palantir_Technologies
360,361,PANW,Palo Alto Networks,https://en.wikipedia.org/wiki/Palo_Alto_Networks
361,362,PSKY,Paramount Skydance Corporation,https://en.wikipedia.org/wiki/Paramount_Skydance
362,363,PH,Parker Hannifin,https://en.wikipedia.org/wiki/Parker_Hannifin
363,364,PAYX,Paychex,https://en.wikipedia.org/wiki/Paychex
364,365,PAYC,Paycom,https://en.wikipedia.org/wiki/Paycom
365,366,PYPL,PayPal,https://en.wikipedia.org/wiki/PayPal
366,367,PNR,Pentair,https://en.wikipedia.org/wiki/Pentair
367,368,PEP,PepsiCo,https://en.wikipedia.org/wiki/PepsiCo
368,369,PFE,Pfizer,https://en.wikipedia.org/wiki/Pfizer
369,370,PCG,PG&E Corporation,https://en.wikipedia.org/wiki/PG%26E
370,371,PM,Philip Morris International,https://en.wikipedia.org/wiki/Philip_Morris_International
371,372,PSX,Phillips 66,https://en.wikipedia.org/wiki/Phillips_66
372,373,PNW,Pinnacle West Capital,https://en.wikipedia.org/wiki/Pinnacle_West_Capital
373,374,PNC,PNC Financial Services,https://en.wikipedia.org/wiki/PNC_Financial_Services
374,375,POOL,Pool Corporation,https://en.wikipedia.org/wiki/Pool_Corporation
375,376,PPG,PPG Industries,https://en.wikipedia.org/wiki/PPG_Industries
376,377,PPL,PPL Corporation,https://en.wikipedia.org/wiki/PPL_Corporation
377,378,PFG,Principal Financial Group,https://en.wikipedia.org/wiki/Principal_Financial_Group
378,379,PG,Procter & Gamble,https://en.wikipedia.org/wiki/Procter_%26_Gamble
379,380,PGR,Progressive Corporation,https://en.wikipedia.org/wiki/Progressive_Corporation
380,381,PLD,Prologis,https://en.wikipedia.org/wiki/Prologis
381,382,PRU,Prudential Financial,https://en.wikipedia.org/wiki/Prudential_Financial
382,383,PEG,Public Service Enterprise Group,https://en.wikipedia.org/wiki/Public_Service_Enterprise_Group
383,384,PTC,PTC Inc.,https://en.wikipedia.org/wiki/PTC_(software_company)
384,385,PSA,Public Storage,https://en.wikipedia.org/wiki/Public_Storage
385,386,PHM,PulteGroup,https://en.wikipedia.org/wiki/PulteGroup
386,387,PWR,Quanta Services,https://en.wikipedia.org/wiki/Quanta_Services
387,388,QCOM,Qualcomm,https://en.wikipedia.org/wiki/Qualcomm
388,389,DGX,Quest Diagnostics,https://en.wikipedia.org/wiki/Quest_Diagnostics
389,390,RL,Ralph Lauren Corporation,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation
390,391,RJF,Raymond James Financial,https://en.wikipedia.org/wiki/Raymond_James_Financial
391,392,RTX,RTX Corporation,https://en.wikipedia.org/wiki/RTX_Corporation
392,393,O,Realty Income,https://en.wikipedia.org/wiki/Realty_Income
393,394,REG,Regency Centers,https://en.wikipedia.org/wiki/Regency_Centers
394,395,REGN,Regeneron Pharmaceuticals,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals
395,396,RF,Regions Financial Corporation,https://en.wikipedia.org/wiki/Regions_Financial_Corporation
396,397,RSG,Republic Services,https://en.wikipedia.org/wiki/Republic_Services
397,398,RMD,ResMed,https://en.wikipedia.org/wiki/ResMed
398,399,RVTY,Revvity,https://en.wikipedia.org/wiki/Revvity
399,400,HOOD,Robinhood Markets,https://en.wikipedia.org/wiki/Robinhood_Markets
400,401,ROK,Rockwell Automation,https://en.wikipedia.org/wiki/Rockwell_Automation
401,402,ROL,"Rollins, Inc.","https://en.wikipedia.org/wiki/Rollins,_Inc."
402,403,ROP,Roper Technologies,https://en.wikipedia.org/wiki/Roper_Technologies
403,404,ROST,Ross Stores,https://en.wikipedia.org/wiki/Ross_Stores
404,405,RCL,Royal Caribbean Group,https://en.wikipedia.org/wiki/Royal_Caribbean_Group
405,406,SPGI,S&P Global,https://en.wikipedia.org/wiki/S%26P_Global
406,407,CRM,Salesforce,https://en.wikipedia.org/wiki/Salesforce
407,408,SBAC,SBA Communications,https://en.wikipedia.org/wiki/SBA_Communications
408,409,SLB,Schlumberger,https://en.wikipedia.org/wiki/Schlumberger
409,410,STX,Seagate Technology,https://en.wikipedia.org/wiki/Seagate_Technology
410,411,SRE,Sempra,https://en.wikipedia.org/wiki/Sempra
411,412,NOW,ServiceNow,https://en.wikipedia.org/wiki/ServiceNow
412,413,SHW,Sherwin-Williams,https://en.wikipedia.org/wiki/Sherwin-Williams
413,414,SPG,Simon Property Group,https://en.wikipedia.org/wiki/Simon_Property_Group
414,415,SWKS,Skyworks Solutions,https://en.wikipedia.org/wiki/Skyworks_Solutions
415,416,SJM,J.M. Smucker Company (The),https://en.wikipedia.org/wiki/The_J.M._Smucker_Company
416,417,SW,Smurfit Westrock,https://en.wikipedia.org/wiki/Smurfit_Westrock
417,418,SNA,Snap-on,https://en.wikipedia.org/wiki/Snap-on
418,419,SOLV,Solventum,https://en.wikipedia.org/wiki/Solventum
419,420,SO,Southern Company,https://en.wikipedia.org/wiki/Southern_Company
420,421,LUV,Southwest Airlines,https://en.wikipedia.org/wiki/Southwest_Airlines
421,422,SWK,Stanley Black & Decker,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker
422,423,SBUX,Starbucks,https://en.wikipedia.org/wiki/Starbucks
423,424,STT,State Street Corporation,https://en.wikipedia.org/wiki/State_Street_Corporation
424,425,STLD,Steel Dynamics,https://en.wikipedia.org/wiki/Steel_Dynamics
425,426,STE,Steris,https://en.wikipedia.org/wiki/Steris
426,427,SYK,Stryker Corporation,https://en.wikipedia.org/wiki/Stryker_Corporation
427,428,SMCI,Supermicro,https://en.wikipedia.org/wiki/Supermicro
428,429,SYF,Synchrony Financial,https://en.wikipedia.org/wiki/Synchrony_Financial
429,430,SNPS,Synopsys,https://en.wikipedia.org/wiki/Synopsys
430,431,SYY,Sysco,https://en.wikipedia.org/wiki/Sysco
431,432,TMUS,T-Mobile US,https://en.wikipedia.org/wiki/T-Mobile_US
432,433,TROW,T. Rowe Price,https://en.wikipedia.org/wiki/T._Rowe_Price
433,434,TTWO,Take-Two Interactive,https://en.wikipedia.org/wiki/Take-Two_Interactive
434,435,TPR,"Tapestry, Inc.","https://en.wikipedia.org/wiki/Tapestry,_Inc."
435,436,TRGP,Targa Resources,https://en.wikipedia.org/wiki/Targa_Resources
436,437,TGT,Target Corporation,https://en.wikipedia.org/wiki/Target_Corporation
437,438,TEL,TE Connectivity,https://en.wikipedia.org/wiki/TE_Connectivity
438,439,TDY,Teledyne Technologies,https://en.wikipedia.org/wiki/Teledyne_Technologies
439,440,TER,Teradyne,https://en.wikipedia.org/wiki/Teradyne
440,441,TSLA,"Tesla, Inc.","https://en.wikipedia.org/wiki/Tesla,_Inc."
441,442,TXN,Texas Instruments,https://en.wikipedia.org/wiki/Texas_Instruments
442,443,TPL,Texas Pacific Land Corporation,https://en.wikipedia.org/wiki/Texas_Pacific_Land_Corporation
443,444,TXT,Textron,https://en.wikipedia.org/wiki/Textron
444,445,TMO,Thermo Fisher Scientific,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific
445,446,TJX,TJX Companies,https://en.wikipedia.org/wiki/TJX_Companies
446,447,TKO,TKO Group Holdings,https://en.wikipedia.org/wiki/TKO_Group_Holdings
447,448,TTD,Trade Desk (The),https://en.wikipedia.org/wiki/The_Trade_Desk
448,449,TSCO,Tractor Supply,https://en.wikipedia.org/wiki/Tractor_Supply
449,450,TT,Trane Technologies,https://en.wikipedia.org/wiki/Trane_Technologies
450,451,TDG,TransDigm Group,https://en.wikipedia.org/wiki/TransDigm_Group
451,452,TRV,Travelers Companies (The),https://en.wikipedia.org/wiki/The_Travelers_Companies
452,453,TRMB,Trimble Inc.,https://en.wikipedia.org/wiki/Trimble_Inc.
453,454,TFC,Truist Financial,https://en.wikipedia.org/wiki/Truist_Financial
454,455,TYL,Tyler Technologies,https://en.wikipedia.org/wiki/Tyler_Technologies
455,456,TSN,Tyson Foods,https://en.wikipedia.org/wiki/Tyson_Foods
456,457,USB,U.S. Bancorp,https://en.wikipedia.org/wiki/U.S._Bancorp
457,458,UBER,Uber,https://en.wikipedia.org/wiki/Uber
458,459,UDR,"UDR, Inc.","https://en.wikipedia.org/wiki/UDR,_Inc."
459,460,ULTA,Ulta Beauty,https://en.wikipedia.org/wiki/Ulta_Beauty
460,461,UNP,Union Pacific Corporation,https://en.wikipedia.org/wiki/Union_Pacific_Corporation
461,462,UAL,United Airlines Holdings,https://en.wikipedia.org/wiki/United_Airlines_Holdings
462,463,UPS,United Parcel Service,https://en.wikipedia.org/wiki/United_Parcel_Service
463,464,URI,United Rentals,https://en.wikipedia.org/wiki/United_Rentals
464,465,UNH,UnitedHealth Group,https://en.wikipedia.org/wiki/UnitedHealth_Group
465,466,UHS,Universal Health Services,https://en.wikipedia.org/wiki/Universal_Health_Services
466,467,VLO,Valero Energy,https://en.wikipedia.org/wiki/Valero_Energy
467,468,VTR,Ventas,https://en.wikipedia.org/wiki/Ventas_(company)
468,469,VLTO,Veralto,https://en.wikipedia.org/wiki/Veralto
469,470,VRSN,Verisign,https://en.wikipedia.org/wiki/Verisign
470,471,VRSK,Verisk Analytics,https://en.wikipedia.org/wiki/Verisk_Analytics
471,472,VZ,Verizon,https://en.wikipedia.org/wiki/Verizon
472,473,VRTX,Vertex Pharmaceuticals,https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals
473,474,VTRS,Viatris,https://en.wikipedia.org/wiki/Viatris
474,475,VICI,Vici Properties,https://en.wikipedia.org/wiki/Vici_Properties
475,476,V,Visa Inc.,https://en.wikipedia.org/wiki/Visa_Inc.
476,477,VST,Vistra Corp.,https://en.wikipedia.org/wiki/Vistra_Corp
477,478,VMC,Vulcan Materials Company,https://en.wikipedia.org/wiki/Vulcan_Materials_Company
478,479,WRB,W. R. Berkley Corporation,https://en.wikipedia.org/wiki/W._R._Berkley_Corporation
479,480,GWW,W. W. Grainger,https://en.wikipedia.org/wiki/W._W._Grainger
480,481,WAB,Wabtec,https://en.wikipedia.org/wiki/Wabtec
481,482,WMT,Walmart,https://en.wikipedia.org/wiki/Walmart
482,483,DIS,Walt Disney Company (The),https://en.wikipedia.org/wiki/The_Walt_Disney_Company
483,484,WBD,Warner Bros. Discovery,https://en.wikipedia.org/wiki/Warner_Bros._Discovery
484,485,WM,Waste Management,"https://en.wikipedia.org/wiki/Waste_Management,_Inc."
485,486,WAT,Waters Corporation,https://en.wikipedia.org/wiki/Waters_Corporation
486,487,WEC,WEC Energy Group,https://en.wikipedia.org/wiki/WEC_Energy_Group
487,488,WFC,Wells Fargo,https://en.wikipedia.org/wiki/Wells_Fargo
488,489,WELL,Welltower,https://en.wikipedia.org/wiki/Welltower
489,490,WST,West Pharmaceutical Services,https://en.wikipedia.org/wiki/West_Pharmaceutical_Services
490,491,WDC,Western Digital,https://en.wikipedia.org/wiki/Western_Digital
491,492,WY,Weyerhaeuser,https://en.wikipedia.org/wiki/Weyerhaeuser
492,493,WSM,"Williams-Sonoma, Inc.","https://en.wikipedia.org/wiki/Williams-Sonoma,_Inc."
493,494,WMB,Williams Companies,https://en.wikipedia.org/wiki/Williams_Companies
494,495,WTW,Willis Towers Watson,https://en.wikipedia.org/wiki/Willis_Towers_Watson
495,496,WDAY,"Workday, Inc.","https://en.wikipedia.org/wiki/Workday,_Inc."
496,497,WYNN,Wynn Resorts,https://en.wikipedia.org/wiki/Wynn_Resorts
497,498,XEL,Xcel Energy,https://en.wikipedia.org/wiki/Xcel_Energy
498,499,XYL,Xylem Inc.,https://en.wikipedia.org/wiki/Xylem_Inc.
499,500,YUM,Yum! Brands,https://en.wikipedia.org/wiki/Yum!_Brands
500,501,ZBRA,Zebra Technologies,https://en.wikipedia.org/wiki/Zebra_Technologies
501,502,ZBH,Zimmer Biomet,https://en.wikipedia.org/wiki/Zimmer_Biomet
502,503,ZTS,Zoetis,https://en.wikipedia.org/wiki/Zoetis
